epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7245841026306152,1.2545628547668457,0.7759103775024414,0.7578659653663635,0.5328947305679321,3.5380160808563232,0.5299999713897705,0.9937499761581421
1,0.8207023739814758,0.43101173639297485,0.8272884488105774,0.8359511494636536,0.7434210777282715,0.6100462079048157,0.8899082541465759,0.5950919985771179
2,0.8327171802520752,0.38938602805137634,0.8385416865348816,0.8458844423294067,0.8256579041481018,0.4764966368675232,0.760765552520752,0.9814814925193787
3,0.8576709628105164,0.3480913043022156,0.855195939540863,0.8791593909263611,0.7697368264198303,0.6202096343040466,0.6960352659225464,0.9937106966972351
4,0.8724583983421326,0.3255862593650818,0.883185863494873,0.8739054203033447,0.8980262875556946,0.26504218578338623,0.9395973086357117,0.8641975522041321
5,0.8927911520004272,0.2731931805610657,0.897212564945221,0.9003496766090393,0.7302631735801697,0.6986428499221802,0.6638655662536621,0.987500011920929
6,0.8955637812614441,0.2628830373287201,0.8993055820465088,0.904013991355896,0.7236841917037964,1.044899821281433,0.6557376980781555,1.0
7,0.9038817286491394,0.24342671036720276,0.9073426723480225,0.9105263352394104,0.7763158082962036,0.5973676443099976,0.7022222280502319,0.9937106966972351
8,0.9288355112075806,0.19376087188720703,0.9319371581077576,0.9335664510726929,0.8322368264198303,0.3917871117591858,0.8353658318519592,0.850931704044342
9,0.9186691045761108,0.2130766361951828,0.9204152226448059,0.9268292784690857,0.8947368264198303,0.33411645889282227,0.9205297827720642,0.8742138147354126
10,0.9214417934417725,0.2204657793045044,0.9275618195533752,0.922671377658844,0.8881579041481018,0.26570042967796326,0.8297872543334961,0.9873417615890503
11,0.8863216042518616,0.28732332587242126,0.8931698799133301,0.8916084170341492,0.8388158082962036,0.5284750461578369,0.7733989953994751,0.981249988079071
12,0.8890942931175232,0.2929764688014984,0.8937281966209412,0.8968531489372253,0.8618420958518982,0.37382540106773376,0.8641975522041321,0.875
13,0.9029574990272522,0.22952941060066223,0.9017241597175598,0.9159369468688965,0.9210526347160339,0.2097543478012085,0.9350649118423462,0.9113923907279968
14,0.902033269405365,0.24991227686405182,0.9103690981864929,0.904013991355896,0.6776315569877625,0.8580448031425476,0.9189189076423645,0.42500001192092896
15,0.9343807697296143,0.18100571632385254,0.9372822046279907,0.9389179944992065,0.8322368264198303,0.8404189348220825,0.7594339847564697,1.0
16,0.9482439756393433,0.1545967012643814,0.9416809678077698,0.9614710807800293,0.8026315569877625,0.6339740753173828,0.734883725643158,0.9813664555549622
17,0.9426987171173096,0.17903058230876923,0.9409722089767456,0.9508771896362305,0.9013158082962036,0.2103472203016281,0.9577465057373047,0.8500000238418579
18,0.9075785875320435,0.24002167582511902,0.9229390621185303,0.9003496766090393,0.625,1.2831363677978516,1.0,0.2874999940395355
19,0.8391866683959961,0.39953941106796265,0.8576576709747314,0.8336251974105835,0.7565789222717285,1.1932023763656616,0.6851063966751099,1.0
20,0.9112753868103027,0.22718988358974457,0.9173989295959473,0.914185643196106,0.8618420958518982,0.383220911026001,0.8926174640655518,0.8364779949188232
21,0.9399260878562927,0.1548810601234436,0.9392361044883728,0.9474605917930603,0.9342105388641357,0.15217943489551544,0.9378882050514221,0.9378882050514221
22,0.9510166645050049,0.14546909928321838,0.9592920541763306,0.9475524425506592,0.9309210777282715,0.2739790976047516,0.916167676448822,0.956250011920929
23,0.9408502578735352,0.17435231804847717,0.9487632513046265,0.938811182975769,0.8585526347160339,0.27881669998168945,1.0,0.731249988079071
24,0.9685767292976379,0.0868777483701706,0.9718804955482483,0.9684763550758362,0.9177631735801697,0.2543100416660309,0.9182389974594116,0.9240506291389465
25,0.9510166645050049,0.15718914568424225,0.9609236121177673,0.9458041787147522,0.9111841917037964,0.45014381408691406,0.9245283007621765,0.9074074029922485
26,0.9353049993515015,0.1678912341594696,0.9356521964073181,0.9422066807746887,0.8552631735801697,0.4289233088493347,0.8020833134651184,0.9624999761581421
27,0.929759681224823,0.19003625214099884,0.9363957643508911,0.9298245906829834,0.6907894611358643,1.676938772201538,0.9852941036224365,0.41874998807907104
28,0.926062822341919,0.2011648565530777,0.9268292784690857,0.9333333373069763,0.9111841917037964,0.2740577757358551,0.9466666579246521,0.8819875717163086
29,0.9639556407928467,0.10740789771080017,0.9650959968566895,0.9667832255363464,0.9638158082962036,0.10124871879816055,0.9467455744743347,0.9876543283462524
30,0.9482439756393433,0.1308945268392563,0.9480069279670715,0.9546247720718384,0.8453947305679321,0.48901280760765076,0.9666666388511658,0.7295597195625305
31,0.9454713463783264,0.1487358957529068,0.9508771896362305,0.9458987712860107,0.5822368264198303,1.291200041770935,1.0,0.20624999701976776
32,0.9473198056221008,0.1487525999546051,0.9555950164794922,0.9438596367835999,0.6282894611358643,2.09066104888916,0.5830258131027222,1.0
33,0.9408502578735352,0.13599857687950134,0.945518434047699,0.9422066807746887,0.9046052694320679,0.3214072287082672,0.8502673506736755,0.9937499761581421
34,0.9426987171173096,0.15860871970653534,0.9535714387893677,0.9368420839309692,0.9375,0.17379216849803925,0.9860140085220337,0.892405092716217
35,0.9621071815490723,0.11390518397092819,0.9586206674575806,0.970331609249115,0.9671052694320679,0.10620960593223572,0.9743589758872986,0.9620253443717957
36,0.9815157055854797,0.06942536681890488,0.9808695912361145,0.9842932224273682,0.875,0.3287268579006195,0.8238341808319092,0.9754601120948792
37,0.9630314111709595,0.1029876172542572,0.9649737477302551,0.9649737477302551,0.9769737124443054,0.07869124412536621,0.9754601120948792,0.9814814925193787
38,0.9343807697296143,0.16694609820842743,0.9416961073875427,0.9334501028060913,0.5592105388641357,2.1412744522094727,0.9642857313156128,0.16875000298023224
39,0.9510166645050049,0.15799471735954285,0.9483649134635925,0.9599303007125854,0.9638158082962036,0.13203246891498566,0.9404761791229248,0.9937106966972351
40,0.933456540107727,0.17116191983222961,0.9387040138244629,0.9354275465011597,0.4802631437778473,35.13126754760742,0.0,0.0
41,0.8539741039276123,0.38157498836517334,0.8650088906288147,0.8558875322341919,0.7960526347160339,0.5872705578804016,0.7207207083702087,1.0
42,0.9426987171173096,0.18227316439151764,0.9395509362220764,0.9527145624160767,0.9243420958518982,0.18239499628543854,0.9363057613372803,0.918749988079071
43,0.9565619230270386,0.11587926745414734,0.9615384340286255,0.95652174949646,0.9539473652839661,0.15951406955718994,0.9200000166893005,1.0
44,0.9362292289733887,0.1756000518798828,0.9357638955116272,0.9439579844474792,0.7927631735801697,0.7272384762763977,0.9230769276618958,0.6666666865348816
45,0.9630314111709595,0.10619587451219559,0.9589040875434875,0.9722222089767456,0.8059210777282715,0.6381005644798279,0.7339449524879456,0.9937888383865356
46,0.9454713463783264,0.1676257848739624,0.952464759349823,0.9441536068916321,0.9539473652839661,0.14507964253425598,0.9244186282157898,0.9937499761581421
47,0.9611830115318298,0.10759487003087997,0.9585492014884949,0.9685863852500916,0.7828947305679321,0.5867947936058044,0.9895833134651184,0.59375
