epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5064694881439209,0.9335712194442749,0.5782536864280701,0.536697268486023,0.5592105388641357,36.07123947143555,0.8461538553237915,0.07692307978868484
1,0.5027726292610168,0.7129350900650024,0.4565916359424591,0.2778865098953247,0.4802631437778473,2.0903003215789795,0.4802631437778473,1.0
2,0.5785582065582275,0.6928474307060242,0.5318906903266907,0.912109375,0.47697368264198303,8.550050735473633,0.47602739930152893,0.9586206674575806
3,0.5748613476753235,0.6713182926177979,0.5273972749710083,0.9094488024711609,0.6776315569877625,0.9078810811042786,0.6486486196517944,0.6760563254356384
4,0.6109057068824768,0.6582188010215759,0.5542312264442444,0.908203125,0.5592105388641357,1.5751460790634155,0.5240174531936646,0.8275862336158752
5,0.6146025657653809,0.6734488010406494,0.563265323638916,0.8117647171020508,0.4638157784938812,0.7045121192932129,0.4668874144554138,0.9860140085220337
6,0.6626617312431335,0.6342336535453796,0.6061493158340454,0.8117647171020508,0.4736842215061188,14.9944486618042,0.4736842215061188,1.0
7,0.6746765375137329,0.6191883683204651,0.6259781122207642,0.7797271013259888,0.6348684430122375,0.651379406452179,0.8199999928474426,0.28671327233314514
8,0.7255083322525024,0.5587394833564758,0.6945454478263855,0.747553825378418,0.6644737124443054,0.6007170677185059,0.6018957495689392,0.8758620619773865
9,0.6894639730453491,0.6152929663658142,0.6430920958518982,0.7666666507720947,0.47697368264198303,0.7725116014480591,0.47350993752479553,1.0
10,0.7292051911354065,0.5593497157096863,0.717391312122345,0.707602322101593,0.7335526347160339,0.5478822588920593,0.7238805890083313,0.6879432797431946
11,0.7726432681083679,0.5061635971069336,0.7696969509124756,0.7426900863647461,0.47039473056793213,1.2520278692245483,0.47039473056793213,1.0
12,0.7975970506668091,0.47348514199256897,0.8075313568115234,0.752436637878418,0.5164473652839661,0.7326629757881165,0.49484536051750183,1.0
13,0.8133087158203125,0.41617482900619507,0.8076152205467224,0.7917485237121582,0.7861841917037964,0.45548680424690247,0.7421383857727051,0.8309859037399292
14,0.8512014746665955,0.3434866666793823,0.8475247621536255,0.8359375,0.6447368264198303,0.7698105573654175,0.5702811479568481,0.9930070042610168
15,0.8807763457298279,0.30833154916763306,0.8735178112983704,0.8717948794364929,0.6217105388641357,1.1129710674285889,0.9166666865348816,0.22758620977401733
16,0.8863216042518616,0.3036724328994751,0.8846918344497681,0.8725489974021912,0.7072368264198303,0.5376526713371277,0.6180257797241211,1.0
17,0.874306857585907,0.3131890594959259,0.8598848581314087,0.8767123222351074,0.8289473652839661,0.4335986077785492,0.763005793094635,0.9230769276618958
18,0.9205175638198853,0.20587840676307678,0.9155206084251404,0.9155206084251404,0.8157894611358643,0.421478271484375,0.7230769395828247,0.9860140085220337
19,0.9066543579101562,0.24880169332027435,0.9083665609359741,0.8923678994178772,0.5953947305679321,0.723292350769043,0.5470852255821228,0.8472222089767456
20,0.9491682052612305,0.14156392216682434,0.9383429884910583,0.954901933670044,0.7960526347160339,0.608036458492279,0.6960784196853638,1.0
21,0.926062822341919,0.18904903531074524,0.9250493049621582,0.9178082346916199,0.9506579041481018,0.1530350148677826,0.9448275566101074,0.9513888955116272
22,0.9621071815490723,0.10178414732217789,0.970059871673584,0.94921875,0.6052631735801697,3.178873062133789,1.0,0.16083915531635284
23,0.9205175638198853,0.2100720852613449,0.9173228144645691,0.9137254953384399,0.8453947305679321,0.6106035709381104,1.0,0.6713286638259888
24,0.9491682052612305,0.13520056009292603,0.9435797929763794,0.9491193890571594,0.9111841917037964,0.4439350962638855,1.0,0.8098591566085815
25,0.9556376934051514,0.13111615180969238,0.9495145678520203,0.9569471478462219,0.7269737124443054,1.1545476913452148,1.0,0.4275861978530884
26,0.9630314111709595,0.10351035743951797,0.9664031863212585,0.955078125,0.9703947305679321,0.15168800950050354,0.9926470518112183,0.9440559148788452
27,0.9621071815490723,0.0977335125207901,0.955339789390564,0.9647058844566345,0.6414473652839661,2.8483760356903076,1.0,0.2377622425556183
28,0.9621071815490723,0.1224561259150505,0.9662027955055237,0.9529411792755127,0.9506579041481018,0.1778460592031479,0.970802903175354,0.9236111044883728
29,0.9787430763244629,0.07638204842805862,0.9803149700164795,0.9745596647262573,0.7828947305679321,0.7516096234321594,1.0,0.5448275804519653
30,0.986136794090271,0.04659783095121384,0.9806576371192932,0.990234375,0.5559210777282715,2.1332483291625977,0.5143885016441345,1.0
31,0.9214417934417725,0.22066368162631989,0.9113680124282837,0.923828125,0.7796052694320679,0.5640674829483032,0.796875,0.7132866978645325
32,0.9473198056221008,0.13980793952941895,0.9396887421607971,0.9489194750785828,0.7796052694320679,0.845098078250885,0.9629629850387573,0.5492957830429077
33,0.9611830115318298,0.11777139455080032,0.9589040875434875,0.9589040875434875,0.7796052694320679,1.334811806678772,1.0,0.5314685106277466
34,0.972273588180542,0.08821873366832733,0.9725490212440491,0.96875,0.8717105388641357,0.539419949054718,1.0,0.7272727489471436
35,0.9676524996757507,0.08133132010698318,0.9631068110466003,0.96875,0.6743420958518982,1.6065951585769653,1.0,0.2978723347187042
36,0.9833641648292542,0.0409800186753273,0.9785575270652771,0.9862475395202637,0.7171052694320679,1.3339343070983887,1.0,0.4109589159488678
