epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.639556348323822,1.0880709886550903,0.6958224773406982,0.7311385273933411,0.5263158082962036,27.566370010375977,0.5263158082962036,1.0
1,0.7957485914230347,0.4860776662826538,0.808849573135376,0.8017544150352478,0.4736842215061188,3.1627044677734375,0.5714285969734192,0.07361963391304016
2,0.8539741039276123,0.35859811305999756,0.8707360625267029,0.8493870496749878,0.6973684430122375,2.082822322845459,0.6495726704597473,0.9382715821266174
3,0.8863216042518616,0.279703825712204,0.8971630930900574,0.8861646056175232,0.5460526347160339,5.265811920166016,0.5353535413742065,1.0
4,0.8890942931175232,0.275862455368042,0.9008849263191223,0.8883071541786194,0.5460526347160339,3.2091429233551025,0.5400000214576721,1.0
5,0.9038817286491394,0.24798350036144257,0.9087719321250916,0.9087719321250916,0.6940789222717285,1.022428035736084,0.6324110627174377,1.0
6,0.926062822341919,0.1938977837562561,0.9318181872367859,0.9285714030265808,0.8026315569877625,0.7754812836647034,0.7272727489471436,1.0
7,0.9306839108467102,0.18628209829330444,0.9321739077568054,0.9370629191398621,0.8782894611358643,0.5842161178588867,0.9357143044471741,0.8238993883132935
8,0.9565619230270386,0.13206684589385986,0.9645389914512634,0.9527145624160767,0.9078947305679321,0.4559546113014221,0.9784172773361206,0.8447204828262329
9,0.933456540107727,0.19841963052749634,0.9481216669082642,0.9249563813209534,0.7894737124443054,0.783305287361145,0.9896907210350037,0.6037735939025879
10,0.8992606401443481,0.2694132626056671,0.9154676198959351,0.8914185762405396,0.4802631437778473,2.664130687713623,0.0,0.0
11,0.929759681224823,0.20068424940109253,0.9275861978530884,0.940559446811676,0.8782894611358643,0.3293027877807617,0.8474576473236084,0.9375
12,0.9463955760002136,0.163068488240242,0.9507042169570923,0.9473684430122375,0.625,1.275429129600525,0.7090908885002136,0.48750001192092896
13,0.9584103226661682,0.12520647048950195,0.9581881761550903,0.9632224440574646,0.9046052694320679,0.41893166303634644,0.9510489702224731,0.8607594966888428
14,0.9611830115318298,0.11725860834121704,0.9630931615829468,0.9630931615829468,0.8881579041481018,0.6587491035461426,0.9256756901741028,0.856249988079071
15,0.9565619230270386,0.13197104632854462,0.9596491456031799,0.9579684734344482,0.5986841917037964,2.299853563308716,0.5730336904525757,0.9503105878829956
16,0.9279112815856934,0.19387952983379364,0.9304347634315491,0.933682382106781,0.6217105388641357,1.0849809646606445,0.5966386795043945,0.8819875717163086
17,0.9510166645050049,0.16005456447601318,0.9560632705688477,0.9510489702224731,0.5625,2.2878594398498535,0.5467128157615662,0.987500011920929
18,0.9463955760002136,0.1470920741558075,0.9538187980651855,0.9437609910964966,0.9013158082962036,0.44165903329849243,0.8693181872367859,0.956250011920929
19,0.9473198056221008,0.12889564037322998,0.9604316353797913,0.9384886026382446,0.8026315569877625,1.4581819772720337,0.7285068035125732,1.0
20,0.9602587819099426,0.10820744931697845,0.9681416153907776,0.9562937021255493,0.8289473652839661,1.0527219772338867,0.7609755992889404,0.9811320900917053
21,0.9805914759635925,0.06932118535041809,0.9775086641311646,0.9860383868217468,0.8453947305679321,0.901278018951416,0.7740384340286255,1.0
